_id	Key_name	Key_type	count
192	sparse_182	text	100
193	sparse_183	text	100
194	sparse_184	text	100
195	sparse_185	text	100
196	sparse_186	text	100
197	sparse_187	text	100
198	sparse_188	text	100
199	sparse_189	text	100
200	sparse_190	text	100
201	sparse_191	text	100
202	sparse_192	text	100
203	sparse_193	text	100
204	sparse_194	text	100
205	sparse_195	text	100
206	sparse_196	text	100
207	sparse_197	text	100
208	sparse_198	text	100
209	sparse_199	text	100
210	sparse_200	text	100
211	sparse_201	text	100
212	sparse_202	text	100
213	sparse_203	text	100
214	sparse_204	text	100
215	sparse_205	text	100
216	sparse_206	text	100
217	sparse_207	text	100
218	sparse_208	text	100
219	sparse_209	text	100
220	sparse_210	text	100
221	sparse_211	text	100
222	sparse_212	text	100
223	sparse_213	text	100
224	sparse_214	text	100
225	sparse_215	text	100
226	sparse_216	text	100
227	sparse_217	text	100
228	sparse_218	text	100
229	sparse_219	text	100
230	sparse_220	text	100
231	sparse_221	text	100
232	sparse_222	text	100
233	sparse_223	text	100
234	sparse_224	text	100
235	sparse_225	text	100
236	sparse_226	text	100
237	sparse_227	text	100
238	sparse_228	text	100
239	sparse_229	text	100
240	sparse_230	text	100
241	sparse_231	text	100
242	sparse_232	text	100
243	sparse_233	text	100
244	sparse_234	text	100
245	sparse_235	text	100
246	sparse_236	text	100
247	sparse_237	text	100
248	sparse_238	text	100
249	sparse_239	text	100
250	sparse_240	text	100
251	sparse_241	text	100
252	sparse_242	text	100
253	sparse_243	text	100
254	sparse_244	text	100
255	sparse_245	text	100
256	sparse_246	text	100
257	sparse_247	text	100
258	sparse_248	text	100
259	sparse_249	text	100
260	sparse_250	text	100
261	sparse_251	text	100
262	sparse_252	text	100
263	sparse_253	text	100
264	sparse_254	text	100
265	sparse_255	text	100
266	sparse_256	text	100
267	sparse_257	text	100
268	sparse_258	text	100
269	sparse_259	text	100
270	sparse_260	text	100
271	sparse_261	text	100
272	sparse_262	text	100
273	sparse_263	text	100
274	sparse_264	text	100
275	sparse_265	text	100
276	sparse_266	text	100
277	sparse_267	text	100
278	sparse_268	text	100
279	sparse_269	text	100
280	sparse_270	text	100
281	sparse_271	text	100
282	sparse_272	text	100
283	sparse_273	text	100
284	sparse_274	text	100
285	sparse_275	text	100
286	sparse_276	text	100
287	sparse_277	text	100
288	sparse_278	text	100
289	sparse_279	text	100
290	sparse_280	text	100
291	sparse_281	text	100
292	sparse_282	text	100
293	sparse_283	text	100
294	sparse_284	text	100
295	sparse_285	text	100
296	sparse_286	text	100
297	sparse_287	text	100
298	sparse_288	text	100
299	sparse_289	text	100
300	sparse_290	text	100
301	sparse_291	text	100
302	sparse_292	text	100
303	sparse_293	text	100
304	sparse_294	text	100
305	sparse_295	text	100
306	sparse_296	text	100
307	sparse_297	text	100
308	sparse_298	text	100
309	sparse_299	text	100
310	sparse_300	text	100
311	sparse_301	text	100
312	sparse_302	text	100
313	sparse_303	text	100
314	sparse_304	text	100
315	sparse_305	text	100
316	sparse_306	text	100
317	sparse_307	text	100
318	sparse_308	text	100
319	sparse_309	text	100
320	sparse_310	text	100
321	sparse_311	text	100
322	sparse_312	text	100
323	sparse_313	text	100
324	sparse_314	text	100
325	sparse_315	text	100
326	sparse_316	text	100
327	sparse_317	text	100
328	sparse_318	text	100
329	sparse_319	text	100
330	sparse_320	text	100
331	sparse_321	text	100
332	sparse_322	text	100
333	sparse_323	text	100
334	sparse_324	text	100
335	sparse_325	text	100
336	sparse_326	text	100
337	sparse_327	text	100
338	sparse_328	text	100
339	sparse_329	text	100
340	sparse_330	text	100
341	sparse_331	text	100
342	sparse_332	text	100
343	sparse_333	text	100
344	sparse_334	text	100
345	sparse_335	text	100
346	sparse_336	text	100
347	sparse_337	text	100
348	sparse_338	text	100
349	sparse_339	text	100
350	sparse_340	text	100
351	sparse_341	text	100
352	sparse_342	text	100
353	sparse_343	text	100
354	sparse_344	text	100
355	sparse_345	text	100
356	sparse_346	text	100
357	sparse_347	text	100
358	sparse_348	text	100
359	sparse_349	text	100
360	sparse_350	text	100
361	sparse_351	text	100
362	sparse_352	text	100
363	sparse_353	text	100
364	sparse_354	text	100
365	sparse_355	text	100
366	sparse_356	text	100
367	sparse_357	text	100
368	sparse_358	text	100
369	sparse_359	text	100
370	sparse_360	text	100
371	sparse_361	text	100
372	sparse_362	text	100
373	sparse_363	text	100
374	sparse_364	text	100
375	sparse_365	text	100
376	sparse_366	text	100
377	sparse_367	text	100
378	sparse_368	text	100
379	sparse_369	text	100
380	sparse_370	text	100
381	sparse_371	text	100
382	sparse_372	text	100
383	sparse_373	text	100
384	sparse_374	text	100
385	sparse_375	text	100
386	sparse_376	text	100
387	sparse_377	text	100
388	sparse_378	text	100
389	sparse_379	text	100
390	sparse_380	text	100
391	sparse_381	text	100
392	sparse_382	text	100
393	sparse_383	text	100
394	sparse_384	text	100
395	sparse_385	text	100
396	sparse_386	text	100
397	sparse_387	text	100
398	sparse_388	text	100
399	sparse_389	text	100
400	sparse_390	text	100
401	sparse_391	text	100
402	sparse_392	text	100
403	sparse_393	text	100
404	sparse_394	text	100
405	sparse_395	text	100
406	sparse_396	text	100
407	sparse_397	text	100
408	sparse_398	text	100
409	sparse_399	text	100
410	sparse_400	text	100
411	sparse_401	text	100
412	sparse_402	text	100
413	sparse_403	text	100
414	sparse_404	text	100
415	sparse_405	text	100
416	sparse_406	text	100
417	sparse_407	text	100
418	sparse_408	text	100
419	sparse_409	text	100
420	sparse_410	text	100
421	sparse_411	text	100
422	sparse_412	text	100
423	sparse_413	text	100
424	sparse_414	text	100
425	sparse_415	text	100
426	sparse_416	text	100
427	sparse_417	text	100
428	sparse_418	text	100
429	sparse_419	text	100
430	sparse_420	text	100
431	sparse_421	text	100
432	sparse_422	text	100
433	sparse_423	text	100
434	sparse_424	text	100
435	sparse_425	text	100
436	sparse_426	text	100
437	sparse_427	text	100
438	sparse_428	text	100
439	sparse_429	text	100
440	sparse_430	text	100
441	sparse_431	text	100
442	sparse_432	text	100
443	sparse_433	text	100
444	sparse_434	text	100
445	sparse_435	text	100
446	sparse_436	text	100
447	sparse_437	text	100
448	sparse_438	text	100
449	sparse_439	text	100
450	sparse_440	text	100
451	sparse_441	text	100
452	sparse_442	text	100
453	sparse_443	text	100
454	sparse_444	text	100
455	sparse_445	text	100
456	sparse_446	text	100
457	sparse_447	text	100
458	sparse_448	text	100
459	sparse_449	text	100
460	sparse_450	text	100
461	sparse_451	text	100
462	sparse_452	text	100
463	sparse_453	text	100
464	sparse_454	text	100
465	sparse_455	text	100
466	sparse_456	text	100
467	sparse_457	text	100
468	sparse_458	text	100
469	sparse_459	text	100
470	sparse_460	text	100
471	sparse_461	text	100
472	sparse_462	text	100
473	sparse_463	text	100
474	sparse_464	text	100
475	sparse_465	text	100
476	sparse_466	text	100
477	sparse_467	text	100
478	sparse_468	text	100
479	sparse_469	text	100
480	sparse_470	text	100
481	sparse_471	text	100
482	sparse_472	text	100
483	sparse_473	text	100
484	sparse_474	text	100
485	sparse_475	text	100
486	sparse_476	text	100
487	sparse_477	text	100
488	sparse_478	text	100
489	sparse_479	text	100
490	sparse_480	text	100
491	sparse_481	text	100
492	sparse_482	text	100
493	sparse_483	text	100
494	sparse_484	text	100
495	sparse_485	text	100
496	sparse_486	text	100
497	sparse_487	text	100
498	sparse_488	text	100
499	sparse_489	text	100
500	sparse_490	text	100
501	sparse_491	text	100
502	sparse_492	text	100
503	sparse_493	text	100
504	sparse_494	text	100
505	sparse_495	text	100
506	sparse_496	text	100
507	sparse_497	text	100
508	sparse_498	text	100
509	sparse_499	text	100
510	sparse_500	text	100
511	sparse_501	text	100
512	sparse_502	text	100
513	sparse_503	text	100
514	sparse_504	text	100
515	sparse_505	text	100
516	sparse_506	text	100
517	sparse_507	text	100
518	sparse_508	text	100
519	sparse_509	text	100
520	sparse_510	text	100
521	sparse_511	text	100
522	sparse_512	text	100
523	sparse_513	text	100
524	sparse_514	text	100
525	sparse_515	text	100
526	sparse_516	text	100
527	sparse_517	text	100
528	sparse_518	text	100
529	sparse_519	text	100
530	sparse_520	text	100
531	sparse_521	text	100
532	sparse_522	text	100
533	sparse_523	text	100
534	sparse_524	text	100
535	sparse_525	text	100
536	sparse_526	text	100
537	sparse_527	text	100
538	sparse_528	text	100
539	sparse_529	text	100
540	sparse_530	text	100
541	sparse_531	text	100
542	sparse_532	text	100
543	sparse_533	text	100
544	sparse_534	text	100
545	sparse_535	text	100
546	sparse_536	text	100
547	sparse_537	text	100
548	sparse_538	text	100
549	sparse_539	text	100
550	sparse_540	text	100
551	sparse_541	text	100
552	sparse_542	text	100
553	sparse_543	text	100
554	sparse_544	text	100
555	sparse_545	text	100
556	sparse_546	text	100
557	sparse_547	text	100
558	sparse_548	text	100
559	sparse_549	text	100
560	sparse_550	text	100
561	sparse_551	text	100
562	sparse_552	text	100
563	sparse_553	text	100
564	sparse_554	text	100
565	sparse_555	text	100
566	sparse_556	text	100
567	sparse_557	text	100
568	sparse_558	text	100
569	sparse_559	text	100
570	sparse_560	text	100
571	sparse_561	text	100
572	sparse_562	text	100
573	sparse_563	text	100
574	sparse_564	text	100
575	sparse_565	text	100
576	sparse_566	text	100
577	sparse_567	text	100
578	sparse_568	text	100
579	sparse_569	text	100
580	sparse_570	text	100
581	sparse_571	text	100
582	sparse_572	text	100
583	sparse_573	text	100
584	sparse_574	text	100
585	sparse_575	text	100
586	sparse_576	text	100
587	sparse_577	text	100
588	sparse_578	text	100
589	sparse_579	text	100
590	sparse_580	text	100
591	sparse_581	text	100
592	sparse_582	text	100
593	sparse_583	text	100
594	sparse_584	text	100
595	sparse_585	text	100
596	sparse_586	text	100
597	sparse_587	text	100
598	sparse_588	text	100
599	sparse_589	text	100
600	sparse_590	text	100
601	sparse_591	text	100
602	sparse_592	text	100
603	sparse_593	text	100
604	sparse_594	text	100
605	sparse_595	text	100
606	sparse_596	text	100
607	sparse_597	text	100
608	sparse_598	text	100
609	sparse_599	text	100
610	sparse_600	text	100
611	sparse_601	text	100
612	sparse_602	text	100
613	sparse_603	text	100
614	sparse_604	text	100
615	sparse_605	text	100
616	sparse_606	text	100
617	sparse_607	text	100
618	sparse_608	text	100
619	sparse_609	text	100
620	sparse_610	text	100
621	sparse_611	text	100
622	sparse_612	text	100
623	sparse_613	text	100
624	sparse_614	text	100
625	sparse_615	text	100
626	sparse_616	text	100
627	sparse_617	text	100
628	sparse_618	text	100
629	sparse_619	text	100
630	sparse_620	text	100
631	sparse_621	text	100
632	sparse_622	text	100
633	sparse_623	text	100
634	sparse_624	text	100
635	sparse_625	text	100
636	sparse_626	text	100
637	sparse_627	text	100
638	sparse_628	text	100
639	sparse_629	text	100
640	sparse_630	text	100
641	sparse_631	text	100
642	sparse_632	text	100
643	sparse_633	text	100
644	sparse_634	text	100
645	sparse_635	text	100
646	sparse_636	text	100
647	sparse_637	text	100
648	sparse_638	text	100
649	sparse_639	text	100
650	sparse_640	text	100
651	sparse_641	text	100
652	sparse_642	text	100
653	sparse_643	text	100
654	sparse_644	text	100
655	sparse_645	text	100
656	sparse_646	text	100
657	sparse_647	text	100
658	sparse_648	text	100
659	sparse_649	text	100
660	sparse_650	text	100
661	sparse_651	text	100
662	sparse_652	text	100
663	sparse_653	text	100
664	sparse_654	text	100
665	sparse_655	text	100
666	sparse_656	text	100
667	sparse_657	text	100
668	sparse_658	text	100
669	sparse_659	text	100
670	sparse_660	text	100
671	sparse_661	text	100
672	sparse_662	text	100
673	sparse_663	text	100
674	sparse_664	text	100
675	sparse_665	text	100
676	sparse_666	text	100
677	sparse_667	text	100
678	sparse_668	text	100
679	sparse_669	text	100
680	sparse_670	text	100
681	sparse_671	text	100
682	sparse_672	text	100
683	sparse_673	text	100
684	sparse_674	text	100
685	sparse_675	text	100
686	sparse_676	text	100
687	sparse_677	text	100
688	sparse_678	text	100
689	sparse_679	text	100
690	sparse_680	text	100
691	sparse_681	text	100
692	sparse_682	text	100
693	sparse_683	text	100
694	sparse_684	text	100
695	sparse_685	text	100
696	sparse_686	text	100
697	sparse_687	text	100
698	sparse_688	text	100
699	sparse_689	text	100
700	sparse_690	text	100
701	sparse_691	text	100
702	sparse_692	text	100
703	sparse_693	text	100
704	sparse_694	text	100
705	sparse_695	text	100
706	sparse_696	text	100
707	sparse_697	text	100
708	sparse_698	text	100
709	sparse_699	text	100
710	sparse_700	text	100
711	sparse_701	text	100
712	sparse_702	text	100
713	sparse_703	text	100
714	sparse_704	text	100
715	sparse_705	text	100
716	sparse_706	text	100
717	sparse_707	text	100
718	sparse_708	text	100
719	sparse_709	text	100
720	sparse_710	text	100
721	sparse_711	text	100
722	sparse_712	text	100
723	sparse_713	text	100
724	sparse_714	text	100
725	sparse_715	text	100
726	sparse_716	text	100
727	sparse_717	text	100
728	sparse_718	text	100
729	sparse_719	text	100
730	sparse_720	text	100
731	sparse_721	text	100
732	sparse_722	text	100
733	sparse_723	text	100
734	sparse_724	text	100
735	sparse_725	text	100
736	sparse_726	text	100
737	sparse_727	text	100
738	sparse_728	text	100
739	sparse_729	text	100
740	sparse_730	text	100
741	sparse_731	text	100
742	sparse_732	text	100
743	sparse_733	text	100
744	sparse_734	text	100
745	sparse_735	text	100
746	sparse_736	text	100
747	sparse_737	text	100
748	sparse_738	text	100
749	sparse_739	text	100
750	sparse_740	text	100
751	sparse_741	text	100
752	sparse_742	text	100
753	sparse_743	text	100
754	sparse_744	text	100
755	sparse_745	text	100
756	sparse_746	text	100
757	sparse_747	text	100
758	sparse_748	text	100
759	sparse_749	text	100
760	sparse_750	text	100
761	sparse_751	text	100
762	sparse_752	text	100
763	sparse_753	text	100
764	sparse_754	text	100
765	sparse_755	text	100
766	sparse_756	text	100
767	sparse_757	text	100
768	sparse_758	text	100
769	sparse_759	text	100
770	sparse_760	text	100
771	sparse_761	text	100
772	sparse_762	text	100
773	sparse_763	text	100
774	sparse_764	text	100
775	sparse_765	text	100
776	sparse_766	text	100
777	sparse_767	text	100
778	sparse_768	text	100
779	sparse_769	text	100
780	sparse_770	text	100
781	sparse_771	text	100
782	sparse_772	text	100
783	sparse_773	text	100
784	sparse_774	text	100
785	sparse_775	text	100
786	sparse_776	text	100
787	sparse_777	text	100
788	sparse_778	text	100
789	sparse_779	text	100
790	sparse_780	text	100
791	sparse_781	text	100
792	sparse_782	text	100
793	sparse_783	text	100
794	sparse_784	text	100
795	sparse_785	text	100
796	sparse_786	text	100
797	sparse_787	text	100
798	sparse_788	text	100
799	sparse_789	text	100
800	sparse_790	text	100
801	sparse_791	text	100
802	sparse_792	text	100
803	sparse_793	text	100
804	sparse_794	text	100
805	sparse_795	text	100
806	sparse_796	text	100
807	sparse_797	text	100
808	sparse_798	text	100
809	sparse_799	text	100
810	sparse_800	text	100
811	sparse_801	text	100
812	sparse_802	text	100
813	sparse_803	text	100
814	sparse_804	text	100
815	sparse_805	text	100
816	sparse_806	text	100
817	sparse_807	text	100
818	sparse_808	text	100
819	sparse_809	text	100
820	sparse_810	text	100
821	sparse_811	text	100
822	sparse_812	text	100
823	sparse_813	text	100
824	sparse_814	text	100
825	sparse_815	text	100
826	sparse_816	text	100
827	sparse_817	text	100
828	sparse_818	text	100
829	sparse_819	text	100
830	sparse_820	text	100
831	sparse_821	text	100
832	sparse_822	text	100
833	sparse_823	text	100
834	sparse_824	text	100
835	sparse_825	text	100
836	sparse_826	text	100
837	sparse_827	text	100
838	sparse_828	text	100
839	sparse_829	text	100
840	sparse_830	text	100
841	sparse_831	text	100
842	sparse_832	text	100
843	sparse_833	text	100
844	sparse_834	text	100
845	sparse_835	text	100
846	sparse_836	text	100
847	sparse_837	text	100
848	sparse_838	text	100
849	sparse_839	text	100
850	sparse_840	text	100
851	sparse_841	text	100
852	sparse_842	text	100
853	sparse_843	text	100
854	sparse_844	text	100
855	sparse_845	text	100
856	sparse_846	text	100
857	sparse_847	text	100
858	sparse_848	text	100
859	sparse_849	text	100
860	sparse_850	text	100
861	sparse_851	text	100
862	sparse_852	text	100
863	sparse_853	text	100
864	sparse_854	text	100
865	sparse_855	text	100
866	sparse_856	text	100
867	sparse_857	text	100
868	sparse_858	text	100
869	sparse_859	text	100
870	sparse_860	text	100
871	sparse_861	text	100
872	sparse_862	text	100
873	sparse_863	text	100
874	sparse_864	text	100
875	sparse_865	text	100
876	sparse_866	text	100
877	sparse_867	text	100
878	sparse_868	text	100
879	sparse_869	text	100
880	sparse_870	text	100
881	sparse_871	text	100
882	sparse_872	text	100
883	sparse_873	text	100
884	sparse_874	text	100
885	sparse_875	text	100
886	sparse_876	text	100
887	sparse_877	text	100
888	sparse_878	text	100
889	sparse_879	text	100
890	sparse_880	text	100
891	sparse_881	text	100
892	sparse_882	text	100
893	sparse_883	text	100
894	sparse_884	text	100
895	sparse_885	text	100
896	sparse_886	text	100
897	sparse_887	text	100
898	sparse_888	text	100
899	sparse_889	text	100
900	sparse_890	text	100
901	sparse_891	text	100
902	sparse_892	text	100
903	sparse_893	text	100
904	sparse_894	text	100
905	sparse_895	text	100
906	sparse_896	text	100
907	sparse_897	text	100
908	sparse_898	text	100
909	sparse_899	text	100
910	sparse_900	text	100
911	sparse_901	text	100
912	sparse_902	text	100
913	sparse_903	text	100
914	sparse_904	text	100
915	sparse_905	text	100
916	sparse_906	text	100
917	sparse_907	text	100
918	sparse_908	text	100
919	sparse_909	text	100
920	sparse_910	text	100
921	sparse_911	text	100
922	sparse_912	text	100
923	sparse_913	text	100
924	sparse_914	text	100
925	sparse_915	text	100
926	sparse_916	text	100
927	sparse_917	text	100
928	sparse_918	text	100
929	sparse_919	text	100
930	sparse_920	text	100
931	sparse_921	text	100
932	sparse_922	text	100
933	sparse_923	text	100
934	sparse_924	text	100
935	sparse_925	text	100
936	sparse_926	text	100
937	sparse_927	text	100
938	sparse_928	text	100
939	sparse_929	text	100
940	sparse_930	text	100
941	sparse_931	text	100
942	sparse_932	text	100
943	sparse_933	text	100
944	sparse_934	text	100
945	sparse_935	text	100
946	sparse_936	text	100
947	sparse_937	text	100
948	sparse_938	text	100
949	sparse_939	text	100
950	sparse_940	text	100
951	sparse_941	text	100
952	sparse_942	text	100
953	sparse_943	text	100
954	sparse_944	text	100
955	sparse_945	text	100
956	sparse_946	text	100
957	sparse_947	text	100
958	sparse_948	text	100
959	sparse_949	text	100
960	sparse_950	text	100
961	sparse_951	text	100
962	sparse_952	text	100
963	sparse_953	text	100
964	sparse_954	text	100
965	sparse_955	text	100
966	sparse_956	text	100
967	sparse_957	text	100
968	sparse_958	text	100
969	sparse_959	text	100
970	sparse_960	text	100
971	sparse_961	text	100
972	sparse_962	text	100
973	sparse_963	text	100
974	sparse_964	text	100
975	sparse_965	text	100
976	sparse_966	text	100
977	sparse_967	text	100
978	sparse_968	text	100
979	sparse_969	text	100
980	sparse_970	text	100
981	sparse_971	text	100
982	sparse_972	text	100
983	sparse_973	text	100
984	sparse_974	text	100
985	sparse_975	text	100
986	sparse_976	text	100
987	sparse_977	text	100
988	sparse_978	text	100
989	sparse_979	text	100
990	sparse_980	text	100
991	sparse_981	text	100
992	sparse_982	text	100
993	sparse_983	text	100
994	sparse_984	text	100
995	sparse_985	text	100
996	sparse_986	text	100
997	sparse_987	text	100
998	sparse_988	text	100
999	sparse_989	text	100
1000	sparse_990	text	100
1001	sparse_991	text	100
1002	sparse_992	text	100
1003	sparse_993	text	100
1004	sparse_994	text	100
1005	sparse_995	text	100
1006	sparse_996	text	100
1007	sparse_997	text	100
1008	sparse_998	text	100
1009	sparse_999	text	100
1010	str1	text	10000
1011	str2	text	10000
1012	thousandth	int	10000
